question_id,source_id
question_bridgeentity_lintransigeant0074,1887-05-14_008_006.txt
question_generic_lintransigeant0129,18870618
question_generic_lintransigeant0129,1887-05-23_258_000.txt
question_generic_lintransigeant0171,18870713
question_generic_lintransigeant0171,1887-05-23_786_000.txt
question_generic_lintransigeant0111,18870530
question_generic_lintransigeant0111,1887-05-23_053_000.txt
question_generic_legaulois_lintransigeant0003,18870226
question_generic_legaulois_lintransigeant0003,18870227
question_bridgeentity_lintransigeant0026,18870212
question_bridgeentity_lintransigeant0026,1887-02-10_013_003.txt
question_generic_lintransigeant0035,18870213
question_generic_lintransigeant0035,1887-02-12_002_000.txt
question_generic_legaulois_lintransigeant0076,18870707
question_generic_legaulois_lintransigeant0076,18870709
question_generic_legaulois0061,18870306
question_generic_legaulois0061,1887-01-31_006_018.txt
question_generic_lintransigeant0135,18870620
question_generic_lintransigeant0135,1887-05-23_286_013.txt
question_generic_lintransigeant0161,18870703
question_generic_lintransigeant0161,1887-05-23_722_000.txt
question_generic_legaulois0085,18870401
question_generic_legaulois0085,1887-03-31_012_011.txt
question_generic_legaulois_lintransigeant0039,18870208
question_generic_legaulois_lintransigeant0039,18870209
question_generic_lintransigeant0145,18870626
question_generic_lintransigeant0145,1887-05-23_383_005.txt
question_bridgeentity_lintransigeant0129,18870709
question_bridgeentity_lintransigeant0129,1887-05-23_678_002.txt
question_generic_legaulois0102,18870524
question_generic_legaulois0102,1887-11-19_007_003.txt
question_bridgeentity_lintransigeant0107,18870625
question_bridgeentity_lintransigeant0107,1887-05-23_185_000.txt
question_generic_legaulois_lintransigeant0078,18870707
question_generic_legaulois_lintransigeant0078,18870709
question_bridgeentity_lintransigeant0080,18870525
question_bridgeentity_lintransigeant0080,1887-05-23_047_000.txt
question_generic_legaulois0163,18870705
question_generic_legaulois0163,1887-05-23_567_016.txt
question_generic_legaulois_lintransigeant0066,18870119
question_generic_legaulois_lintransigeant0066,18870122
question_generic_legaulois0036,18870209
question_generic_legaulois0036,1887-02-08_005_000.txt
question_generic_legaulois_lintransigeant0090,18870125
question_generic_legaulois_lintransigeant0090,18870126
question_generic_lintransigeant0096,18870512
question_generic_lintransigeant0096,1887-05-10_013_000.txt
question_generic_legaulois_lintransigeant0059,18870112
question_generic_legaulois_lintransigeant0059,18870115
question_generic_legaulois_lintransigeant0113,18870708
question_generic_legaulois_lintransigeant0113,18870706
question_generic_lintransigeant0085,18870331
question_generic_lintransigeant0085,1887-03-28_015_000.txt
question_bridgeentity_lintransigeant0143,18871109
question_bridgeentity_lintransigeant0143,1887-11-07_007_000.txt
question_generic_lintransigeant0099,18870514
question_generic_lintransigeant0099,1887-05-12_005_000.txt
question_generic_legaulois_lintransigeant0001,18870622
question_generic_legaulois_lintransigeant0001,18870623
question_generic_legaulois0074,18870320
question_generic_legaulois0074,1887-03-22_1_020_004.txt
question_generic_lintransigeant0191,18871112
question_generic_lintransigeant0191,1887-11-17_006_002.txt
question_generic_lintransigeant0069,18870317
question_generic_lintransigeant0069,1887-03-15_007_008.txt
question_generic_legaulois0196,18871110
question_generic_legaulois0196,1887-11-24_001_000.txt
question_generic_legaulois0004,18870118
question_generic_legaulois0004,1887-01-17_016_002.txt
question_generic_legaulois_lintransigeant0103,18870603
question_generic_legaulois_lintransigeant0103,18870606
question_generic_legaulois_lintransigeant0002,18870622
question_generic_legaulois_lintransigeant0002,18870623
question_generic_legaulois0168,18870707
question_generic_legaulois0168,1887-05-23_654_012.txt
question_generic_lintransigeant0058,18870303
question_generic_lintransigeant0058,1887-03-01_010_000.txt
question_generic_legaulois0181,18870712
question_generic_legaulois0181,1887-05-23_786_000.txt
question_generic_legaulois0065,18870308
question_generic_legaulois0065,1887-03-07_006_009.txt
question_generic_legaulois_lintransigeant0111,18870315
question_generic_legaulois_lintransigeant0111,18870314
question_bridgeentity_lintransigeant0028,18870213
question_bridgeentity_lintransigeant0028,1887-02-12_002_000.txt
question_generic_lintransigeant0008,18870120
question_generic_lintransigeant0008,1887-01-18_006_000.txt
question_generic_legaulois0155,18870702
question_generic_legaulois0155,1887-05-23_722_000.txt
question_generic_lintransigeant0037,18870214
question_generic_lintransigeant0037,1887-05-23_809_000.txt
question_generic_legaulois_lintransigeant0065,18870119
question_generic_legaulois_lintransigeant0065,18870122
question_generic_legaulois0086,18870401
question_generic_legaulois0086,1887-03-31_012_011.txt
question_generic_legaulois0020,18870202
question_generic_legaulois0020,1887-02-01_004_005.txt
question_bridgeentity_lintransigeant0115,18870629
question_bridgeentity_lintransigeant0115,1887-05-23_409_008.txt
question_bridgeentity_lintransigeant0005,18870120
question_bridgeentity_lintransigeant0005,1887-01-18_006_000.txt
question_generic_lintransigeant0063,18870314
question_generic_lintransigeant0063,1887-03-12_010_002.txt
question_generic_lintransigeant0081,18870330
question_generic_lintransigeant0081,1887-03-28_011_000.txt
question_generic_legaulois0124,18870610
question_generic_legaulois0124,1887-05-23_176_000.txt
question_generic_lintransigeant0044,18870217
question_generic_lintransigeant0044,1887-02-15_004_001.txt
question_generic_legaulois_lintransigeant0115,18870621
question_generic_legaulois_lintransigeant0115,18870623
question_generic_lintransigeant0012,18870122
question_generic_lintransigeant0012,1887-01-18_006_015.txt
question_generic_lintransigeant0090,18870402
question_generic_lintransigeant0090,1887-03-31_005_000.txt
question_generic_lintransigeant0192,18871128
question_generic_lintransigeant0192,1887-04-04_001_000.txt
question_bridgeentity_lintransigeant0090,18870611
question_bridgeentity_lintransigeant0090,1887-04-02_011_000.txt
question_bridgeentity_lintransigeant0144,18871112
question_bridgeentity_lintransigeant0144,1887-11-17_006_002.txt
question_generic_lintransigeant0119,18870606
question_generic_lintransigeant0119,1887-05-10_010_000.txt
question_generic_legaulois0133,18870619
question_generic_legaulois0133,1887-05-23_286_009.txt
question_generic_lintransigeant0059,18870312
question_generic_lintransigeant0059,1887-02-25_009_001.txt
question_bridgeentity_lintransigeant0038,18870227
question_bridgeentity_lintransigeant0038,1887-02-25_009_012.txt
question_generic_legaulois0050,18870220
question_generic_legaulois0050,1887-03-12_010_009.txt
question_bridgeentity_lintransigeant0123,18870704
question_bridgeentity_lintransigeant0123,1887-05-23_513_000.txt
question_bridgeentity_lintransigeant0150,18871204
question_bridgeentity_lintransigeant0150,1887-05-23_799_000.txt
question_generic_legaulois0184,18870713
question_generic_legaulois0184,1887-05-23_799_000.txt
question_generic_legaulois0112,18870603
question_generic_legaulois0112,1887-05-10_013_000.txt
question_generic_legaulois_lintransigeant0092,18870311
question_generic_legaulois_lintransigeant0092,18870314
question_bridgeentity_lintransigeant0109,18870626
question_bridgeentity_lintransigeant0109,1887-05-23_383_005.txt
question_generic_legaulois0213,18871214
question_generic_legaulois0213,1887-12-13_007_000.txt
question_generic_legaulois0200,18871113
question_generic_legaulois0200,1887-11-12_010_000.txt
question_generic_legaulois0178,18870710
question_generic_legaulois0178,1887-11-19_007_003.txt
question_generic_legaulois0139,18870622
question_generic_legaulois0139,1887-05-23_338_014.txt
question_bridgeentity_lintransigeant0042,18870303
question_bridgeentity_lintransigeant0042,1887-03-01_010_000.txt
question_generic_lintransigeant0167,18870707
question_generic_lintransigeant0167,1887-05-23_383_003.txt
question_generic_legaulois0187,18870714
question_generic_legaulois0187,1887-05-23_842_000.txt
question_bridgeentity_lintransigeant0120,18870703
question_bridgeentity_lintransigeant0120,1887-05-23_722_000.txt
question_bridgeentity_lintransigeant0019,18870131
question_bridgeentity_lintransigeant0019,1887-01-29_008_000.txt
question_generic_legaulois0022,18870202
question_generic_legaulois0022,1887-02-01_004_005.txt
question_generic_legaulois0128,18870615
question_generic_legaulois0128,1887-05-23_237_001.txt
question_generic_legaulois_lintransigeant0045,18870716
question_generic_legaulois_lintransigeant0045,18870718
question_generic_lintransigeant0183,18870723
question_generic_lintransigeant0183,1887-05-23_720_000.txt
question_generic_legaulois0173,18870709
question_generic_legaulois0173,1887-05-23_710_001.txt
question_generic_legaulois_lintransigeant0028,18870605
question_generic_legaulois_lintransigeant0028,18870606
question_generic_lintransigeant0047,18870219
question_generic_lintransigeant0047,1887-03-03_005_000.txt
question_generic_legaulois0207,18871122
question_generic_legaulois0207,1887-11-21_005_000.txt
question_generic_legaulois0137,18870621
question_generic_legaulois0137,1887-05-23_311_003.txt
question_bridgeentity_lintransigeant0127,18870709
question_bridgeentity_lintransigeant0127,1887-05-23_678_002.txt
question_generic_lintransigeant0014,18870123
question_generic_lintransigeant0014,1887-01-21_008_005.txt
question_generic_legaulois_lintransigeant0081,18870628
question_generic_legaulois_lintransigeant0081,18870629
question_generic_legaulois0007,18870119
question_generic_legaulois0007,1887-01-18_006_002.txt
question_generic_legaulois_lintransigeant0020,18870513
question_generic_legaulois_lintransigeant0020,18870514
question_bridgeentity_lintransigeant0062,18870331
question_bridgeentity_lintransigeant0062,1887-03-28_015_000.txt
question_bridgeentity_lintransigeant0131,18870713
question_bridgeentity_lintransigeant0131,1887-05-23_786_000.txt
question_bridgeentity_lintransigeant0068,18870407
question_bridgeentity_lintransigeant0068,1887-04-05_007_003.txt
question_generic_lintransigeant0121,18870608
question_generic_lintransigeant0121,1887-05-23_185_000.txt
question_generic_lintransigeant0038,18870214
question_generic_lintransigeant0038,1887-05-23_809_000.txt
question_generic_legaulois0051,18870220
question_generic_legaulois0051,1887-03-12_010_009.txt
question_generic_legaulois0177,18870710
question_generic_legaulois0177,1887-11-19_007_003.txt
question_generic_legaulois0144,18870624
question_generic_legaulois0144,1887-05-23_364_002.txt
question_generic_legaulois_lintransigeant0101,18870130
question_generic_legaulois_lintransigeant0101,18870131
question_bridgeentity_lintransigeant0056,18870323
question_bridgeentity_lintransigeant0056,1887-03-01_010_010.txt
question_generic_lintransigeant0120,18870608
question_generic_lintransigeant0120,1887-05-23_185_000.txt
question_generic_lintransigeant0011,18870122
question_generic_lintransigeant0011,1887-01-18_006_015.txt
question_bridgeentity_lintransigeant0141,18871109
question_bridgeentity_lintransigeant0141,1887-11-07_007_000.txt
question_bridgeentity_lintransigeant0029,18870214
question_bridgeentity_lintransigeant0029,1887-05-23_809_000.txt
question_bridgeentity_lintransigeant0114,18870629
question_bridgeentity_lintransigeant0114,1887-05-23_409_008.txt
question_generic_lintransigeant0190,18871112
question_generic_lintransigeant0190,1887-11-17_006_002.txt
question_generic_legaulois_lintransigeant0094,18870517
question_generic_legaulois_lintransigeant0094,18870516
question_generic_lintransigeant0073,18870321
question_generic_lintransigeant0073,1887-03-10_006_007.txt
question_generic_lintransigeant0184,18870724
question_generic_lintransigeant0184,1887-05-23_1073_001.txt
question_bridgeentity_lintransigeant0024,18870210
question_bridgeentity_lintransigeant0024,1887-01-29_008_017.txt
question_bridgeentity_lintransigeant0077,18870518
question_bridgeentity_lintransigeant0077,1887-05-16_010_000.txt
question_generic_lintransigeant0060,18870312
question_generic_lintransigeant0060,1887-02-25_009_001.txt
question_bridgeentity_lintransigeant0105,18870625
question_bridgeentity_lintransigeant0105,1887-05-23_185_000.txt
question_generic_lintransigeant0065,18870316
question_generic_lintransigeant0065,1887-03-14_007_004.txt
question_generic_legaulois_lintransigeant0112,18870315
question_generic_legaulois_lintransigeant0112,18870314
question_generic_legaulois_lintransigeant0068,18870707
question_generic_legaulois_lintransigeant0068,18870706
question_generic_lintransigeant0052,18870227
question_generic_lintransigeant0052,1887-02-25_009_012.txt
question_generic_legaulois_lintransigeant0099,18870130
question_generic_legaulois_lintransigeant0099,18870131
question_generic_legaulois_lintransigeant0047,18870716
question_generic_legaulois_lintransigeant0047,18870718
question_bridgeentity_lintransigeant0012,18870124
question_bridgeentity_lintransigeant0012,1887-01-22_004_002.txt
question_generic_legaulois_lintransigeant0100,18870130
question_generic_legaulois_lintransigeant0100,18870131
question_generic_legaulois0171,18870708
question_generic_legaulois0171,1887-05-23_678_006.txt
question_generic_legaulois_lintransigeant0070,18870707
question_generic_legaulois_lintransigeant0070,18870706
question_bridgeentity_lintransigeant0010,18870123
question_bridgeentity_lintransigeant0010,1887-01-21_008_005.txt
question_bridgeentity_lintransigeant0101,18870623
question_bridgeentity_lintransigeant0101,1887-05-23_338_019.txt
question_generic_legaulois0080,18870325
question_generic_legaulois0080,1887-03-24_008_002.txt
question_generic_legaulois0031,18870206
question_generic_legaulois0031,1887-02-05_011_006.txt
question_generic_legaulois_lintransigeant0093,18870311
question_generic_legaulois_lintransigeant0093,18870314
question_generic_legaulois_lintransigeant0021,18870629
question_generic_legaulois_lintransigeant0021,18870630
question_generic_lintransigeant0000,18870113
question_generic_lintransigeant0000,1887-01-11_003_000.txt
question_generic_legaulois0046,18870216
question_generic_legaulois0046,1887-02-14_008_000.txt
question_generic_lintransigeant0055,18870302
question_generic_lintransigeant0055,1887-12-12_011_000.txt
question_generic_legaulois0125,18870614
question_generic_legaulois0125,1887-05-23_207_000.txt
question_generic_lintransigeant0023,18870131
question_generic_lintransigeant0023,1887-01-29_008_000.txt
question_generic_legaulois0204,18871118
question_generic_legaulois0204,1887-11-17_006_000.txt
question_bridgeentity_lintransigeant0128,18870709
question_bridgeentity_lintransigeant0128,1887-05-23_678_002.txt
question_generic_legaulois0070,18870315
question_generic_legaulois0070,1887-03-14_007_004.txt
question_bridgeentity_lintransigeant0046,18870312
question_bridgeentity_lintransigeant0046,1887-02-25_009_001.txt
question_generic_legaulois0019,18870130
question_generic_legaulois0019,1887-01-29_008_000.txt
question_generic_lintransigeant0030,18870209
question_generic_lintransigeant0030,1887-01-31_006_021.txt
question_generic_legaulois_lintransigeant0096,18870517
question_generic_legaulois_lintransigeant0096,18870516
question_generic_legaulois0047,18870218
question_generic_legaulois0047,1887-03-08_009_012.txt
question_generic_legaulois0055,18870226
question_generic_legaulois0055,1887-03-05_012_008.txt
question_generic_legaulois0216,18871217
question_generic_legaulois0216,1887-12-16_016_000.txt
question_generic_lintransigeant0126,18870613
question_generic_lintransigeant0126,1887-05-23_185_000.txt
question_generic_legaulois_lintransigeant0008,18870619
question_generic_legaulois_lintransigeant0008,18870620
