question_id,source_id
457_18870227_1887-02-25_009_012.txt_0,1887-02-25_009_012.txt-v2
571_18870622_18870623_0,18870622-v2
571_18870622_18870623_0,18870623-v2
573_18870622_18870623_2,18870622-v2
573_18870622_18870623_2,18870623-v2
574_18870622_18870623_3,18870622-v2
574_18870622_18870623_3,18870623-v2
680_18870707_18870706_4,18870707-v2
680_18870707_18870706_4,18870706-v2
692_18870707_18870709_3,18870707-v2
692_18870707_18870709_3,18870709-v2
753_18870607_18870608_1,18870607-v2
753_18870607_18870608_1,18870608-v2
756_18870622_18870620_0,18870622-v2
756_18870622_18870620_0,18870620-v2
764_18870622_18870623_1,18870622-v2
764_18870622_18870623_1,18870623-v2
766_18870226_18870227_0,18870226-v2
766_18870226_18870227_0,18870227-v2
767_18870226_18870227_1,18870226-v2
767_18870226_18870227_1,18870227-v2
768_18870226_18870227_2,18870226-v2
768_18870226_18870227_2,18870227-v2
839_18870707_18870709_0,18870707-v2
839_18870707_18870709_0,18870709-v2
